No.,APG Wave,Date,Time
0,1900,2024-10-07,12:21:32
1,1900,2024-10-07,12:21:32
2,1880,2024-10-07,12:21:32
3,1900,2024-10-07,12:21:32
4,1920,2024-10-07,12:21:32
5,1920,2024-10-07,12:21:32
6,1900,2024-10-07,12:21:32
7,1920,2024-10-07,12:21:32
8,1900,2024-10-07,12:21:32
9,1900,2024-10-07,12:21:32
10,1880,2024-10-07,12:21:32
11,1880,2024-10-07,12:21:32
12,1880,2024-10-07,12:21:32
13,1900,2024-10-07,12:21:32
14,1900,2024-10-07,12:21:32
15,2020,2024-10-07,12:21:32
16,2180,2024-10-07,12:21:32
17,2360,2024-10-07,12:21:32
18,2560,2024-10-07,12:21:32
19,2760,2024-10-07,12:21:32
20,2800,2024-10-07,12:21:32
21,2700,2024-10-07,12:21:32
22,2460,2024-10-07,12:21:32
23,2140,2024-10-07,12:21:32
24,1800,2024-10-07,12:21:32
25,1480,2024-10-07,12:21:32
26,1260,2024-10-07,12:21:32
27,1140,2024-10-07,12:21:32
28,1100,2024-10-07,12:21:32
29,1180,2024-10-07,12:21:32
30,1280,2024-10-07,12:21:32
31,1420,2024-10-07,12:21:32
32,1580,2024-10-07,12:21:32
33,1720,2024-10-07,12:21:32
34,1840,2024-10-07,12:21:32
35,1940,2024-10-07,12:21:32
36,2000,2024-10-07,12:21:32
37,2000,2024-10-07,12:21:32
38,1980,2024-10-07,12:21:32
39,1920,2024-10-07,12:21:32
40,1880,2024-10-07,12:21:32
41,1840,2024-10-07,12:21:32
42,1840,2024-10-07,12:21:32
43,1860,2024-10-07,12:21:32
44,1920,2024-10-07,12:21:32
45,1980,2024-10-07,12:21:32
46,2020,2024-10-07,12:21:32
47,2040,2024-10-07,12:21:33
48,2060,2024-10-07,12:21:33
49,2020,2024-10-07,12:21:33
50,1960,2024-10-07,12:21:33
51,1900,2024-10-07,12:21:33
52,1840,2024-10-07,12:21:33
53,1820,2024-10-07,12:21:33
54,1800,2024-10-07,12:21:33
55,1780,2024-10-07,12:21:33
56,1780,2024-10-07,12:21:33
57,1800,2024-10-07,12:21:33
58,1800,2024-10-07,12:21:33
59,1800,2024-10-07,12:21:33
60,1840,2024-10-07,12:21:33
61,1840,2024-10-07,12:21:33
62,1880,2024-10-07,12:21:33
63,1900,2024-10-07,12:21:33
64,1900,2024-10-07,12:21:33
65,1900,2024-10-07,12:21:33
66,1920,2024-10-07,12:21:33
67,1900,2024-10-07,12:21:33
68,1940,2024-10-07,12:21:33
69,1980,2024-10-07,12:21:33
70,2080,2024-10-07,12:21:33
71,2180,2024-10-07,12:21:33
72,2180,2024-10-07,12:21:33
73,2120,2024-10-07,12:21:33
74,2000,2024-10-07,12:21:33
75,1860,2024-10-07,12:21:33
76,1740,2024-10-07,12:21:33
77,1740,2024-10-07,12:21:33
78,1780,2024-10-07,12:21:33
79,1820,2024-10-07,12:21:33
80,1840,2024-10-07,12:21:33
81,1860,2024-10-07,12:21:33
82,1860,2024-10-07,12:21:33
83,1880,2024-10-07,12:21:33
84,1880,2024-10-07,12:21:33
