No.,APG Wave,Date,Time
0,1840,2024-10-08,17:23:02
1,1900,2024-10-08,17:23:02
2,1960,2024-10-08,17:23:02
3,2020,2024-10-08,17:23:02
4,2020,2024-10-08,17:23:02
5,1960,2024-10-08,17:23:02
6,1940,2024-10-08,17:23:02
7,1960,2024-10-08,17:23:02
8,2000,2024-10-08,17:23:02
9,2080,2024-10-08,17:23:02
10,2260,2024-10-08,17:23:02
11,2520,2024-10-08,17:23:02
12,2840,2024-10-08,17:23:02
13,3220,2024-10-08,17:23:02
14,3540,2024-10-08,17:23:02
15,3680,2024-10-08,17:23:02
16,3580,2024-10-08,17:23:02
17,3300,2024-10-08,17:23:02
18,2820,2024-10-08,17:23:02
19,2200,2024-10-08,17:23:02
20,1560,2024-10-08,17:23:02
21,1020,2024-10-08,17:23:02
22,700,2024-10-08,17:23:02
23,540,2024-10-08,17:23:02
24,480,2024-10-08,17:23:02
25,520,2024-10-08,17:23:02
26,680,2024-10-08,17:23:02
27,860,2024-10-08,17:23:02
28,1040,2024-10-08,17:23:02
29,1160,2024-10-08,17:23:02
30,1280,2024-10-08,17:23:02
31,1400,2024-10-08,17:23:02
32,1520,2024-10-08,17:23:02
33,1640,2024-10-08,17:23:02
34,1760,2024-10-08,17:23:02
35,1880,2024-10-08,17:23:02
36,2000,2024-10-08,17:23:02
37,2120,2024-10-08,17:23:02
38,2200,2024-10-08,17:23:02
39,2240,2024-10-08,17:23:02
40,2240,2024-10-08,17:23:02
41,2220,2024-10-08,17:23:02
42,2180,2024-10-08,17:23:02
43,2100,2024-10-08,17:23:02
44,2020,2024-10-08,17:23:02
45,1940,2024-10-08,17:23:02
46,1860,2024-10-08,17:23:02
47,1800,2024-10-08,17:23:02
48,1760,2024-10-08,17:23:02
49,1740,2024-10-08,17:23:02
50,1740,2024-10-08,17:23:02
51,1760,2024-10-08,17:23:02
52,1760,2024-10-08,17:23:02
53,1800,2024-10-08,17:23:02
54,1840,2024-10-08,17:23:02
55,1860,2024-10-08,17:23:02
56,1900,2024-10-08,17:23:02
57,1920,2024-10-08,17:23:02
58,1940,2024-10-08,17:23:02
59,1940,2024-10-08,17:23:02
60,1940,2024-10-08,17:23:02
61,1960,2024-10-08,17:23:02
62,1960,2024-10-08,17:23:02
63,1960,2024-10-08,17:23:02
64,1940,2024-10-08,17:23:02
65,1940,2024-10-08,17:23:02
66,1900,2024-10-08,17:23:02
67,1920,2024-10-08,17:23:02
68,1920,2024-10-08,17:23:02
69,1900,2024-10-08,17:23:02
70,1920,2024-10-08,17:23:02
71,1980,2024-10-08,17:23:02
72,2060,2024-10-08,17:23:02
73,2240,2024-10-08,17:23:02
74,2520,2024-10-08,17:23:02
75,2880,2024-10-08,17:23:02
76,3300,2024-10-08,17:23:02
77,3640,2024-10-08,17:23:02
78,3760,2024-10-08,17:23:02
79,3660,2024-10-08,17:23:02
80,3360,2024-10-08,17:23:02
81,2840,2024-10-08,17:23:02
82,2180,2024-10-08,17:23:02
83,1500,2024-10-08,17:23:02
84,940,2024-10-08,17:23:02
85,580,2024-10-08,17:23:02
86,400,2024-10-08,17:23:02
87,380,2024-10-08,17:23:02
88,460,2024-10-08,17:23:02
89,620,2024-10-08,17:23:02
90,820,2024-10-08,17:23:02
91,1000,2024-10-08,17:23:02
92,1140,2024-10-08,17:23:03
93,1280,2024-10-08,17:23:03
94,1360,2024-10-08,17:23:03
95,1480,2024-10-08,17:23:03
96,1560,2024-10-08,17:23:03
97,1680,2024-10-08,17:23:03
98,1820,2024-10-08,17:23:03
99,1940,2024-10-08,17:23:03
100,2060,2024-10-08,17:23:03
101,2160,2024-10-08,17:23:03
102,2220,2024-10-08,17:23:03
103,2240,2024-10-08,17:23:03
104,2220,2024-10-08,17:23:03
105,2180,2024-10-08,17:23:03
106,2100,2024-10-08,17:23:03
107,2040,2024-10-08,17:23:03
108,1960,2024-10-08,17:23:03
109,1860,2024-10-08,17:23:03
110,1800,2024-10-08,17:23:03
111,1760,2024-10-08,17:23:03
112,1760,2024-10-08,17:23:03
113,1760,2024-10-08,17:23:03
114,1760,2024-10-08,17:23:03
115,1780,2024-10-08,17:23:03
116,1820,2024-10-08,17:23:03
117,1840,2024-10-08,17:23:03
118,1860,2024-10-08,17:23:03
119,1880,2024-10-08,17:23:03
120,1880,2024-10-08,17:23:03
121,1900,2024-10-08,17:23:03
122,1940,2024-10-08,17:23:03
123,1960,2024-10-08,17:23:03
124,1960,2024-10-08,17:23:03
125,1980,2024-10-08,17:23:03
126,1980,2024-10-08,17:23:03
127,1980,2024-10-08,17:23:03
128,2000,2024-10-08,17:23:03
129,2000,2024-10-08,17:23:03
130,1980,2024-10-08,17:23:03
131,1980,2024-10-08,17:23:03
132,1960,2024-10-08,17:23:03
133,1920,2024-10-08,17:23:03
134,1900,2024-10-08,17:23:03
135,1880,2024-10-08,17:23:03
136,1860,2024-10-08,17:23:03
137,1860,2024-10-08,17:23:03
138,1880,2024-10-08,17:23:03
