No.,APG Wave,Date,Time
0,1800,2024-10-08,16:52:10
1,1860,2024-10-08,16:52:10
2,1900,2024-10-08,16:52:10
3,1940,2024-10-08,16:52:10
4,1960,2024-10-08,16:52:10
5,1980,2024-10-08,16:52:10
6,1980,2024-10-08,16:52:10
7,2000,2024-10-08,16:52:10
8,2020,2024-10-08,16:52:10
9,2020,2024-10-08,16:52:10
10,2020,2024-10-08,16:52:10
11,2020,2024-10-08,16:52:10
12,2020,2024-10-08,16:52:10
13,2000,2024-10-08,16:52:10
14,2000,2024-10-08,16:52:10
15,1980,2024-10-08,16:52:10
16,1980,2024-10-08,16:52:10
17,1940,2024-10-08,16:52:10
18,1920,2024-10-08,16:52:10
19,1920,2024-10-08,16:52:10
20,1940,2024-10-08,16:52:10
21,2000,2024-10-08,16:52:10
22,2120,2024-10-08,16:52:10
23,2360,2024-10-08,16:52:10
24,2680,2024-10-08,16:52:10
25,3080,2024-10-08,16:52:10
26,3380,2024-10-08,16:52:10
27,3480,2024-10-08,16:52:10
28,3400,2024-10-08,16:52:10
29,3100,2024-10-08,16:52:10
30,2600,2024-10-08,16:52:10
31,2000,2024-10-08,16:52:10
32,1400,2024-10-08,16:52:10
33,620,2024-10-08,16:52:10
34,440,2024-10-08,16:52:10
35,320,2024-10-08,16:52:10
36,380,2024-10-08,16:52:10
37,540,2024-10-08,16:52:10
38,760,2024-10-08,16:52:10
39,980,2024-10-08,16:52:10
40,1180,2024-10-08,16:52:10
41,1380,2024-10-08,16:52:10
42,1560,2024-10-08,16:52:10
43,1700,2024-10-08,16:52:10
44,1820,2024-10-08,16:52:10
45,1900,2024-10-08,16:52:10
46,1960,2024-10-08,16:52:10
47,2040,2024-10-08,16:52:10
48,2140,2024-10-08,16:52:10
49,2260,2024-10-08,16:52:10
50,2380,2024-10-08,16:52:10
51,2480,2024-10-08,16:52:11
52,2560,2024-10-08,16:52:11
53,2580,2024-10-08,16:52:11
54,2560,2024-10-08,16:52:11
55,2480,2024-10-08,16:52:11
56,2340,2024-10-08,16:52:11
57,2160,2024-10-08,16:52:11
58,1980,2024-10-08,16:52:11
59,1800,2024-10-08,16:52:11
60,1660,2024-10-08,16:52:11
61,1580,2024-10-08,16:52:11
62,1500,2024-10-08,16:52:11
63,1500,2024-10-08,16:52:11
64,1520,2024-10-08,16:52:11
65,1560,2024-10-08,16:52:11
66,1620,2024-10-08,16:52:11
67,1700,2024-10-08,16:52:11
68,1760,2024-10-08,16:52:11
69,1800,2024-10-08,16:52:11
70,1860,2024-10-08,16:52:11
71,1900,2024-10-08,16:52:11
72,1940,2024-10-08,16:52:11
73,1960,2024-10-08,16:52:11
74,1980,2024-10-08,16:52:11
75,1980,2024-10-08,16:52:11
76,1980,2024-10-08,16:52:11
77,2000,2024-10-08,16:52:11
78,2000,2024-10-08,16:52:11
79,2000,2024-10-08,16:52:11
80,2020,2024-10-08,16:52:11
81,2020,2024-10-08,16:52:11
82,2020,2024-10-08,16:52:11
83,2020,2024-10-08,16:52:11
84,2000,2024-10-08,16:52:11
85,1980,2024-10-08,16:52:11
86,1980,2024-10-08,16:52:11
87,1960,2024-10-08,16:52:11
88,1940,2024-10-08,16:52:11
89,1920,2024-10-08,16:52:11
90,1900,2024-10-08,16:52:11
91,1920,2024-10-08,16:52:11
92,1980,2024-10-08,16:52:11
93,2140,2024-10-08,16:52:11
94,2360,2024-10-08,16:52:11
95,2680,2024-10-08,16:52:11
96,3020,2024-10-08,16:52:11
97,3320,2024-10-08,16:52:11
98,3400,2024-10-08,16:52:11
99,3280,2024-10-08,16:52:11
100,2980,2024-10-08,16:52:11
101,2520,2024-10-08,16:52:11
102,1920,2024-10-08,16:52:11
103,1360,2024-10-08,16:52:11
104,940,2024-10-08,16:52:11
105,660,2024-10-08,16:52:11
106,480,2024-10-08,16:52:11
107,380,2024-10-08,16:52:11
108,480,2024-10-08,16:52:11
109,640,2024-10-08,16:52:11
110,840,2024-10-08,16:52:11
111,1020,2024-10-08,16:52:11
112,1220,2024-10-08,16:52:11
113,1420,2024-10-08,16:52:11
114,1600,2024-10-08,16:52:11
115,1720,2024-10-08,16:52:11
116,1820,2024-10-08,16:52:11
117,1900,2024-10-08,16:52:11
118,1960,2024-10-08,16:52:11
119,2040,2024-10-08,16:52:11
120,2160,2024-10-08,16:52:11
121,2260,2024-10-08,16:52:11
122,2380,2024-10-08,16:52:11
123,2500,2024-10-08,16:52:11
124,2580,2024-10-08,16:52:11
125,2600,2024-10-08,16:52:11
126,2560,2024-10-08,16:52:11
127,2480,2024-10-08,16:52:11
128,2360,2024-10-08,16:52:11
129,2160,2024-10-08,16:52:11
130,1980,2024-10-08,16:52:11
131,1780,2024-10-08,16:52:11
132,1640,2024-10-08,16:52:11
133,1540,2024-10-08,16:52:11
134,1480,2024-10-08,16:52:11
135,1480,2024-10-08,16:52:11
136,1480,2024-10-08,16:52:11
137,1520,2024-10-08,16:52:11
138,1560,2024-10-08,16:52:11
139,1640,2024-10-08,16:52:11
140,1700,2024-10-08,16:52:11
141,1760,2024-10-08,16:52:11
142,1820,2024-10-08,16:52:11
143,1860,2024-10-08,16:52:11
144,1920,2024-10-08,16:52:11
145,1940,2024-10-08,16:52:11
146,1960,2024-10-08,16:52:11
147,1960,2024-10-08,16:52:11
148,1980,2024-10-08,16:52:11
149,1980,2024-10-08,16:52:11
150,2000,2024-10-08,16:52:11
151,2000,2024-10-08,16:52:11
152,2020,2024-10-08,16:52:12
153,2020,2024-10-08,16:52:12
154,2020,2024-10-08,16:52:12
155,2000,2024-10-08,16:52:12
156,2020,2024-10-08,16:52:12
157,2020,2024-10-08,16:52:12
158,2000,2024-10-08,16:52:12
159,1980,2024-10-08,16:52:12
160,1940,2024-10-08,16:52:12
161,1940,2024-10-08,16:52:12
162,1920,2024-10-08,16:52:12
163,1920,2024-10-08,16:52:12
164,1920,2024-10-08,16:52:12
165,1960,2024-10-08,16:52:12
166,2040,2024-10-08,16:52:12
167,2200,2024-10-08,16:52:12
168,2460,2024-10-08,16:52:12
169,2800,2024-10-08,16:52:12
170,3120,2024-10-08,16:52:12
171,3300,2024-10-08,16:52:12
172,3280,2024-10-08,16:52:12
173,3080,2024-10-08,16:52:12
174,2680,2024-10-08,16:52:12
175,1620,2024-10-08,16:52:12
176,1140,2024-10-08,16:52:12
177,820,2024-10-08,16:52:12
178,600,2024-10-08,16:52:12
179,460,2024-10-08,16:52:12
180,480,2024-10-08,16:52:12
181,620,2024-10-08,16:52:12
182,800,2024-10-08,16:52:12
183,960,2024-10-08,16:52:12
184,1140,2024-10-08,16:52:12
185,1340,2024-10-08,16:52:12
186,1480,2024-10-08,16:52:12
187,1640,2024-10-08,16:52:12
188,1740,2024-10-08,16:52:12
189,1820,2024-10-08,16:52:12
190,1900,2024-10-08,16:52:12
191,2020,2024-10-08,16:52:12
192,2140,2024-10-08,16:52:12
193,2300,2024-10-08,16:52:12
194,2440,2024-10-08,16:52:12
195,2600,2024-10-08,16:52:12
196,2680,2024-10-08,16:52:12
197,2720,2024-10-08,16:52:12
198,2700,2024-10-08,16:52:12
199,2620,2024-10-08,16:52:12
200,2440,2024-10-08,16:52:12
201,2220,2024-10-08,16:52:12
202,2000,2024-10-08,16:52:12
203,1740,2024-10-08,16:52:12
204,1580,2024-10-08,16:52:12
205,1460,2024-10-08,16:52:12
206,1420,2024-10-08,16:52:12
207,1400,2024-10-08,16:52:12
208,1420,2024-10-08,16:52:12
209,1460,2024-10-08,16:52:12
210,1520,2024-10-08,16:52:12
211,1580,2024-10-08,16:52:12
212,1660,2024-10-08,16:52:12
213,1720,2024-10-08,16:52:12
214,1780,2024-10-08,16:52:12
215,1860,2024-10-08,16:52:12
216,1920,2024-10-08,16:52:12
217,1940,2024-10-08,16:52:12
218,1980,2024-10-08,16:52:12
219,2000,2024-10-08,16:52:12
220,2020,2024-10-08,16:52:12
221,2020,2024-10-08,16:52:12
222,2020,2024-10-08,16:52:12
223,2000,2024-10-08,16:52:12
224,2000,2024-10-08,16:52:12
225,1980,2024-10-08,16:52:12
226,1980,2024-10-08,16:52:12
227,1960,2024-10-08,16:52:12
228,1940,2024-10-08,16:52:12
229,1960,2024-10-08,16:52:12
230,2000,2024-10-08,16:52:12
231,2060,2024-10-08,16:52:12
232,2440,2024-10-08,16:52:12
233,2720,2024-10-08,16:52:12
234,3040,2024-10-08,16:52:12
235,3240,2024-10-08,16:52:12
236,3060,2024-10-08,16:52:12
237,2700,2024-10-08,16:52:12
238,2240,2024-10-08,16:52:12
239,1720,2024-10-08,16:52:12
240,920,2024-10-08,16:52:12
241,720,2024-10-08,16:52:12
242,580,2024-10-08,16:52:12
243,560,2024-10-08,16:52:12
244,680,2024-10-08,16:52:12
245,840,2024-10-08,16:52:13
246,980,2024-10-08,16:52:13
247,1160,2024-10-08,16:52:13
248,1320,2024-10-08,16:52:13
249,1480,2024-10-08,16:52:13
250,1600,2024-10-08,16:52:13
251,1700,2024-10-08,16:52:13
252,1780,2024-10-08,16:52:13
253,1880,2024-10-08,16:52:13
254,1980,2024-10-08,16:52:13
255,2100,2024-10-08,16:52:13
256,2240,2024-10-08,16:52:13
257,2380,2024-10-08,16:52:13
258,2520,2024-10-08,16:52:13
259,2600,2024-10-08,16:52:13
260,2660,2024-10-08,16:52:13
261,2640,2024-10-08,16:52:13
262,2580,2024-10-08,16:52:13
263,2460,2024-10-08,16:52:13
264,2260,2024-10-08,16:52:13
265,2080,2024-10-08,16:52:13
266,1860,2024-10-08,16:52:13
267,1680,2024-10-08,16:52:13
268,1560,2024-10-08,16:52:13
269,1480,2024-10-08,16:52:13
270,1440,2024-10-08,16:52:13
271,1460,2024-10-08,16:52:13
272,1500,2024-10-08,16:52:13
273,1540,2024-10-08,16:52:13
274,1600,2024-10-08,16:52:13
275,1680,2024-10-08,16:52:13
276,1720,2024-10-08,16:52:13
277,1800,2024-10-08,16:52:13
278,1840,2024-10-08,16:52:13
279,1880,2024-10-08,16:52:13
280,1920,2024-10-08,16:52:13
281,1940,2024-10-08,16:52:13
282,1960,2024-10-08,16:52:13
283,1960,2024-10-08,16:52:13
284,1980,2024-10-08,16:52:13
285,2000,2024-10-08,16:52:13
286,2000,2024-10-08,16:52:13
287,1980,2024-10-08,16:52:13
288,2000,2024-10-08,16:52:13
289,2000,2024-10-08,16:52:13
290,2000,2024-10-08,16:52:13
291,2000,2024-10-08,16:52:13
292,1980,2024-10-08,16:52:13
293,1960,2024-10-08,16:52:13
294,1960,2024-10-08,16:52:13
295,1960,2024-10-08,16:52:13
296,1920,2024-10-08,16:52:13
297,1940,2024-10-08,16:52:13
298,1980,2024-10-08,16:52:13
299,2060,2024-10-08,16:52:13
300,2220,2024-10-08,16:52:13
301,2480,2024-10-08,16:52:13
302,2840,2024-10-08,16:52:13
303,3160,2024-10-08,16:52:13
304,3340,2024-10-08,16:52:13
305,3340,2024-10-08,16:52:13
306,3100,2024-10-08,16:52:13
307,2700,2024-10-08,16:52:13
308,2160,2024-10-08,16:52:13
309,1580,2024-10-08,16:52:13
310,1140,2024-10-08,16:52:13
311,800,2024-10-08,16:52:13
312,620,2024-10-08,16:52:13
313,520,2024-10-08,16:52:13
314,520,2024-10-08,16:52:13
315,660,2024-10-08,16:52:13
316,820,2024-10-08,16:52:13
317,1020,2024-10-08,16:52:13
318,1200,2024-10-08,16:52:13
319,1400,2024-10-08,16:52:13
320,1540,2024-10-08,16:52:13
321,1680,2024-10-08,16:52:13
322,1780,2024-10-08,16:52:13
323,1860,2024-10-08,16:52:13
324,1920,2024-10-08,16:52:13
325,1980,2024-10-08,16:52:13
326,2060,2024-10-08,16:52:13
327,2260,2024-10-08,16:52:13
328,2360,2024-10-08,16:52:13
